TRANSACTION_ID,ACCOUNT_ID,TRANSACTION_TS,VALUE_DATE,TRANSACTION_TYPE,CHANNEL,AMOUNT,CURRENCY_CODE,DESCRIPTION,MERCHANT_NAME,MERCHANT_CATEGORY,COUNTERPARTY_ACCOUNT,STATUS,IS_SUSPICIOUS,REFERENCE_CODE
5926719822,3958635963,2023-03-03 16:28:28,2023-03-04 16:28:28,TRANSFER,ATM,110.43,USD,Indeed test yeah all network approach.,Kirk-Curtis,dinner,GXOO81969680865276,FAILED,False,aa780bb8-95d6-4aa1-ac8e-c5c87fd93602
9716026129,812316782,2021-01-25 03:57:07,2021-01-26 03:57:07,FEE,MOBILE,90.86,USD,Section trouble southern view nothing.,Davis-Reed,look,YYKK19366057485049,FAILED,False,28f4c6af-37e0-4c8a-af42-05f0de330996
733595519,9392897568,2021-06-10 16:55:28,2021-06-12 16:55:28,TRANSFER,ATM,38.78,USD,Manager one attack task sister forget.,"Young, Neal and Conner",computer,EXMS74493193147312,COMPLETED,False,b38f4c14-fb52-44d3-9d20-741093d89ec1
8429942325,2022710026,2024-12-31 10:13:41,2025-01-02 10:13:41,DEBIT,ATM,73.34,USD,Tend two single expect deal foreign.,"Brown, White and Torres",develop,DEFI67661687247556,COMPLETED,False,b2b045f0-f6b4-4b00-9d73-f64253e02a59
6120585195,6147589915,2022-01-07 08:54:37,2022-01-09 08:54:37,CREDIT,BRANCH,88.57,USD,Article interesting walk item eight amount.,Andrews LLC,authority,HLSV26956344743602,COMPLETED,True,7e072662-c04f-4685-9671-de3720cb2e56
3215003603,6818234075,2025-04-22 00:19:57,2025-04-22 00:19:57,CREDIT,ONLINE,212.77,USD,Reality safe establish less pretty.,Johnson-Levine,how,BYGZ67755114827414,COMPLETED,False,3fbdec63-0f2e-49a2-974a-6b71c923789f
8922966629,5630868766,2025-06-23 10:09:34,2025-06-23 10:09:34,CREDIT,MOBILE,23.46,USD,Base response fine institution knowledge act.,Pope-Massey,off,RGHX46443963440042,COMPLETED,False,40cd2425-d841-426e-9e4f-864a85787a01
5156014910,1489698808,2024-10-04 21:22:21,2024-10-04 21:22:21,CREDIT,ONLINE,22.54,USD,Industry high true control attack school mouth.,"Lee, Young and Miller",attorney,AZDG24726504794823,COMPLETED,False,5dfd1f6a-e499-4702-ac76-49e22f6dda01
4879195474,5353140915,2026-01-14 15:40:51,2026-01-16 15:40:51,CREDIT,ATM,187.8,USD,Establish full PM stand ready.,Perry Inc,among,JOCP29067974219645,PENDING,False,f37ab440-18d1-41fc-90cd-32970565a8d7
2543148707,6901066750,2025-10-15 11:54:37,2025-10-17 11:54:37,TRANSFER,ONLINE,74.44,USD,His toward example deep eight government part part.,Pineda Ltd,about,GXSW06211553831676,COMPLETED,False,2f860639-f8d0-48d2-b2cf-4038a3cc740b
8222315779,64238676,2023-06-24 15:59:16,2023-06-26 15:59:16,CREDIT,BRANCH,198.4,USD,Everyone recently single rather leg day particular policy.,Johnson-Riddle,grow,QFGZ00705749322010,FAILED,False,3b3d8549-03c9-4d8c-bb82-65c8cbd88d7e
2580601527,8838449348,2026-03-07 15:30:27,2026-03-08 15:30:27,TRANSFER,ATM,52.71,USD,Avoid he often himself executive economy guess.,Hubbard Ltd,son,RGQA83152836744212,COMPLETED,False,48a166b5-4cd6-4035-86b6-255fd73e5587
7322404246,3907301325,2023-04-24 03:19:30,2023-04-25 03:19:30,INTEREST,MOBILE,242.57,USD,Rich world walk size marriage position walk lawyer.,Johnson-Gonzalez,town,YYBB91476890686792,PENDING,False,5017e570-d94b-4271-b4b1-8ef6d36c5140
9476102106,2400349944,2025-08-24 23:23:01,2025-08-26 23:23:01,FEE,ONLINE,265.87,USD,Cup again nation pressure.,Ryan LLC,wear,VNKM04339300795848,FAILED,False,e7421e62-8fc1-4d73-a83e-7597a9a64394
4674224347,6064413267,2024-11-01 18:42:57,2024-11-03 18:42:57,FEE,ATM,221.18,USD,Pressure scientist rule.,Archer-Chen,join,YBFI77653611436511,PENDING,False,ae183f33-b3e8-4067-ad6e-06fc4b0fd28c
3531374418,5445034688,2025-05-24 06:31:25,2025-05-24 06:31:25,FEE,ONLINE,148.87,USD,Town maintain society big report reach walk time.,Short-Roberts,cover,SLEL02355150728949,COMPLETED,False,5eac3c3d-057f-43ab-8527-988463f9fc2f
2236722848,2495482096,2020-09-05 07:30:13,2020-09-07 07:30:13,TRANSFER,ATM,337.81,USD,Purpose pressure reveal discussion.,"Blake, Ortiz and Yu",environment,RXTX01210551480195,COMPLETED,False,0e6d7404-16ef-41d8-b783-16dfa3969d8c
883238320,7600109138,2023-11-01 11:56:02,2023-11-02 11:56:02,TRANSFER,BRANCH,310.24,USD,Result south me watch.,Ortiz-Maddox,energy,DAFU87965702997077,COMPLETED,False,e32b6d7a-1ae7-4148-94a6-5e065d68ba79
9091599686,395730504,2026-03-07 04:17:44,2026-03-09 04:17:44,TRANSFER,MOBILE,14.73,USD,Treatment skill even left him person property.,Haley PLC,national,RNYL74669741743815,PENDING,False,71956b7a-3dd1-4ce4-a214-aad537121e5b
1757858683,4955585408,2023-05-19 02:13:13,2023-05-20 02:13:13,DEBIT,ONLINE,75.72,USD,Age decide reflect hear research.,Salas-Mills,benefit,VLWV64959171486107,FAILED,False,456ea0f7-b89c-4c09-978c-4e0a6549b04a
5197284346,5905505826,2024-09-04 19:34:33,2024-09-04 19:34:33,CREDIT,ATM,52.17,USD,Ball above relate a really.,"Jenkins, Cherry and Garcia",character,QGKY90947328006734,PENDING,False,da17eb24-3564-46ff-8362-d5c8483ff08f
7110795049,1235543210,2024-11-16 17:03:38,2024-11-17 17:03:38,TRANSFER,MOBILE,290.2,USD,Difference particular this peace phone whose.,Parker LLC,institution,CERJ74846077047654,PENDING,False,0b8002fb-5696-4741-b362-8cfa28a5baef
9630420413,7955560844,2024-12-16 08:19:12,2024-12-18 08:19:12,FEE,BRANCH,145.08,USD,Time wait anyone wonder speak catch letter.,Brown PLC,open,PSDQ24546167252272,COMPLETED,False,e63b18d0-c941-433a-a00c-bd1ba97b9a66
9413048751,1940160857,2023-07-02 06:31:29,2023-07-02 06:31:29,DEBIT,MOBILE,225.67,USD,Medical benefit front other.,Smith-Villarreal,focus,CBRQ26583068327847,PENDING,False,8466d7f6-f7bb-4753-ad1f-0334b416ed09
8759396685,1182608746,2025-04-24 16:34:10,2025-04-26 16:34:10,FEE,ONLINE,278.42,USD,During cause try child.,Bailey PLC,sport,CNGI02312746240473,COMPLETED,False,dd8c6e34-df37-4e7f-9676-e22c3c93ccec
5045584213,252749875,2024-05-02 08:45:40,2024-05-03 08:45:40,CREDIT,ATM,51.93,USD,Beat goal decide since education sure.,"Bender, Medina and Rivera",prepare,QUIA22422564531534,FAILED,False,baafbf98-5540-46e2-a8e0-b24bc7f2947d
1084727854,1387115240,2024-12-08 21:36:26,2024-12-09 21:36:26,CREDIT,ATM,77.17,USD,Knowledge newspaper quite inside cell.,"Henry, Long and Hess",fish,KBGB56274984033628,PENDING,True,8a574181-b1ca-40ee-b96c-b4c813aadbb2
8858808516,9477179595,2024-11-23 18:03:12,2024-11-25 18:03:12,INTEREST,ATM,38.79,USD,Computer community affect history base world.,"Williams, Fletcher and Townsend",yet,NSRG92261812430401,COMPLETED,False,96701c5a-8720-4cb7-8a53-d59f558f4cb7
6796181663,4818829326,2021-03-02 15:29:09,2021-03-03 15:29:09,TRANSFER,ONLINE,137.97,USD,Whether for quite else assume painting.,"Garner, Thompson and Bass",necessary,WWTR86694818628411,FAILED,False,9f0d7422-33e9-4ec2-84f0-b28d8ef6dabb
26807095,8260300846,2022-05-31 05:08:51,2022-06-01 05:08:51,DEBIT,ATM,60.69,USD,Actually try until may way.,Hogan-Smith,hand,EVCT96333947490919,COMPLETED,False,41e0ff45-ea78-4047-8a63-28cc6ef3058f
4977736075,2833199301,2020-01-29 18:56:48,2020-01-29 18:56:48,FEE,ATM,3.11,USD,Discuss from general.,Olson and Sons,central,OPQJ48931888078460,PENDING,False,4f6d43f2-5338-4b69-b136-60d3a91e4a37
3013645344,7816786440,2020-04-22 03:10:01,2020-04-23 03:10:01,CREDIT,ONLINE,65.34,USD,Might gun wonder there.,Jackson PLC,writer,UOJG11612754407885,FAILED,False,0ec2b841-8d27-45f0-978f-39109f8fbc93
6313577329,5356340108,2021-03-25 20:16:27,2021-03-26 20:16:27,INTEREST,ONLINE,259.6,USD,Especially reason feeling building though chance red.,Morgan-Powers,set,CEVF93265491156651,FAILED,False,4f6b6f9d-919d-44ed-b4d1-b5add5bd8f6b
4303813355,1826835734,2025-05-17 18:20:57,2025-05-18 18:20:57,TRANSFER,ATM,127.13,USD,Tax late computer such tax amount fire cover.,Finley Group,reach,UVHK49810005007839,FAILED,False,a49c3fa8-df86-4fe3-a62a-230238b45b39
1211018729,784582196,2021-10-16 18:25:10,2021-10-16 18:25:10,FEE,ATM,122.45,USD,Oil better public large affect eat scientist few.,Black and Sons,improve,STRD62028168777624,FAILED,False,33bb8382-bb1e-4e56-812a-f3510a8ae639
2104384181,434796779,2020-09-25 09:25:52,2020-09-25 09:25:52,DEBIT,ONLINE,308.73,USD,Argue compare job maybe begin arrive stand suggest.,Lara Inc,bring,HOOW67887902258642,PENDING,False,665ead3c-02a5-4d09-a213-bff01fff16bb
8898446018,9228720977,2022-03-26 02:45:38,2022-03-26 02:45:38,DEBIT,ATM,58.12,USD,Also meeting for air.,Smith and Sons,case,JFNR56806023442057,COMPLETED,False,01303065-d0cf-4c93-a800-07c44c3779fa
9263793092,7008990130,2022-02-10 08:51:54,2022-02-12 08:51:54,DEBIT,ONLINE,106.72,USD,Perform something least dream camera.,"Juarez, Rhodes and Green",bar,SHZO10362621301854,COMPLETED,False,70db2dd2-4903-4edf-ad60-c3320b2740e3
2856636875,6293942712,2021-03-03 22:19:21,2021-03-03 22:19:21,FEE,ATM,9.79,USD,Already part avoid painting more population.,Mendoza Inc,each,AZAW63798871164876,COMPLETED,False,3280b173-96d2-4553-92ec-fdef24668288
868379724,279178202,2020-08-13 20:41:43,2020-08-13 20:41:43,TRANSFER,MOBILE,197.94,USD,Sell produce factor.,Lopez-Hutchinson,nearly,ZVGV70466114911234,PENDING,False,a2bb812d-c5a3-4a8a-af56-4f013280f09c
7230577242,7981375314,2024-12-20 06:40:35,2024-12-21 06:40:35,INTEREST,ONLINE,88.39,USD,Box understand take research.,Long-Walker,responsibility,UFCJ81021148241567,PENDING,False,a38ccbc1-9e45-48c2-a13e-7e64f5098d94
829237014,148938420,2022-06-11 04:04:26,2022-06-11 04:04:26,DEBIT,ONLINE,11.76,USD,Past area show threat even word hour.,"Perez, Collins and Peck",unit,OCFK29691220737986,FAILED,False,422a1753-7aaa-4de0-a979-6fabcca3bb94
8864068889,7796769907,2021-09-12 01:20:20,2021-09-13 01:20:20,DEBIT,MOBILE,64.38,USD,Deal reduce alone if all listen crime.,Pearson and Sons,wear,JSKX85013761059447,COMPLETED,False,20c95e7e-8566-4163-9525-95874e1dcafc
4015251419,6130737996,2021-04-05 00:23:48,2021-04-05 00:23:48,INTEREST,ATM,43.79,USD,Painting response song mother response economy have.,Lewis LLC,teacher,DJBK80504434294726,FAILED,False,d6162446-2f8a-4742-8906-4f010b6f651a
1916602486,5515502724,2025-07-30 12:11:45,2025-08-01 12:11:45,INTEREST,ONLINE,10.7,USD,Court important project front spring similar partner.,"Mitchell, Munoz and Wiley",game,GUJF14839958507192,COMPLETED,False,f0e9d816-1e41-4bb8-ba7d-bbf2ce1d0a8e
5315504647,7101992848,2025-01-14 04:46:30,2025-01-14 04:46:30,INTEREST,MOBILE,161.65,USD,Through near professional daughter buy present.,"Thomas, Robertson and Goodwin",think,DECF89348562434526,COMPLETED,False,5446929f-df43-4145-897e-da2572f29f8e
335753358,8086902811,2022-08-31 19:45:28,2022-09-01 19:45:28,TRANSFER,ONLINE,195.38,USD,Material ten with us left.,"Rodriguez, Randolph and Rodriguez",why,CJFH34626567613416,COMPLETED,False,61329880-d17f-4409-8922-1baabb19edb0
9200361571,7665132612,2023-03-06 06:31:36,2023-03-06 06:31:36,FEE,ONLINE,50.4,USD,Move sound board seven away nothing.,Keith Group,size,MPBU13388485743058,PENDING,False,d1c2d407-fb3b-4dd2-bd18-7cd67a6c3145
1901890541,9321447180,2026-02-12 09:30:46,2026-02-12 09:30:46,FEE,MOBILE,52.71,USD,News specific history government show.,"Sweeney, Thompson and Cook",idea,UHTK19262056384546,COMPLETED,False,dd84c5ce-1eef-42dd-981e-80dfff01872a
5016535475,3653340214,2020-12-15 09:53:59,2020-12-15 09:53:59,FEE,BRANCH,42.18,USD,Area dark garden draw eat actually cup.,Glover and Sons,popular,IFEI28197315232658,PENDING,False,9efb5871-c514-4ea7-9706-bcc6b51cc432
4874440517,5723228763,2023-07-30 05:45:54,2023-07-31 05:45:54,TRANSFER,ATM,108.35,USD,Radio picture policy article source table lead.,"Vaughan, Edwards and Moyer",happen,YSMG42259006328446,PENDING,False,fd732b21-dd22-4fe2-ae12-65832c03bd20
2642673326,8648064584,2024-06-02 01:08:16,2024-06-02 01:08:16,TRANSFER,ONLINE,228.15,USD,Civil issue should car hold grow public hair.,Brown-Tran,community,QCGX60409003820468,FAILED,False,1f640b6a-55d2-441d-8a40-89558ba4b2ea
8420644660,7958711096,2021-08-01 13:35:04,2021-08-01 13:35:04,CREDIT,ONLINE,88.67,USD,Yeah join firm involve listen.,Bright Inc,necessary,TDPO52744672147466,FAILED,False,75d4f9d1-fb68-4d9c-8f7b-112fe18fe0e1
3551575172,9092089874,2022-02-03 11:15:13,2022-02-05 11:15:13,FEE,MOBILE,64.8,USD,Contain wear speech protect act sea.,Crawford LLC,fund,MILZ55357373741452,PENDING,False,14b2ca7e-05d3-4858-a840-192553b5610c
9827186559,7204129351,2022-02-25 14:58:15,2022-02-25 14:58:15,CREDIT,ATM,137.04,USD,Discuss us less various accept arm job.,"Villa, Steele and Proctor",too,KTKK52200538869682,PENDING,False,64353cfa-dc6f-423b-bef2-d98e55c37070
4013124415,4348527089,2022-08-06 02:02:46,2022-08-06 02:02:46,CREDIT,ONLINE,161.3,USD,American use nothing recently.,Smith PLC,affect,BMSM03492215250032,FAILED,False,ec65142f-7764-477d-b52e-bc70d593f1b0
9569435175,2805531768,2022-08-13 20:14:26,2022-08-15 20:14:26,TRANSFER,ONLINE,2.17,USD,Professional our fine realize some.,Pineda Ltd,minute,QDMC35538635878585,COMPLETED,False,c65187a0-8207-489d-a1b2-d78e288f51cf
6929774002,7504090688,2024-09-30 22:53:39,2024-10-01 22:53:39,DEBIT,ONLINE,132.33,USD,None know realize fear although prepare political.,"Benson, Villegas and Williamson",everyone,CYJW67772188544660,FAILED,False,8e11533c-bda9-4315-b2a5-27d72431eb3c
4410068673,2554738666,2023-04-21 09:17:35,2023-04-21 09:17:35,TRANSFER,MOBILE,89.66,USD,After camera guess.,Mckenzie Ltd,leave,VFPG49029212113504,FAILED,False,ccef1479-99d0-439b-b8d7-bae6717daed2
2414119514,7488688100,2024-08-28 06:46:44,2024-08-29 06:46:44,TRANSFER,BRANCH,74.9,USD,Some generation kitchen actually machine them visit policy.,Cox-Gallegos,morning,IXGL31030543410323,PENDING,False,405bcff9-cb27-4528-bce5-74137223684b
8080654014,2427201205,2020-01-26 17:02:25,2020-01-28 17:02:25,DEBIT,ATM,3.5,USD,Skill wind agent put any.,Weaver Ltd,five,XTVA53156779524733,FAILED,False,5369c1b2-cc97-48f0-82c9-fb04778e52ff
1098886401,7311131994,2022-06-09 23:34:57,2022-06-10 23:34:57,INTEREST,ONLINE,99.85,USD,Option example section agree politics.,"Edwards, Obrien and Taylor",admit,CWEH52616036877061,COMPLETED,False,01e89709-04de-4d60-a854-e6089fb0ea68
9356942600,2720260075,2022-05-22 04:29:57,2022-05-22 04:29:57,DEBIT,ONLINE,162.05,USD,Computer conference political region.,"Sloan, Ross and Rodriguez",see,ZPDG59384837132287,PENDING,False,4676e227-da60-460b-818a-522619dbad00
7068566452,9311079289,2025-11-04 04:45:45,2025-11-06 04:45:45,TRANSFER,MOBILE,35.0,USD,Fact another father example back.,Kelly-Gibbs,several,GWVV39882507967922,FAILED,False,dd95f6b8-ba5a-4e7f-a83c-03c4d8ccfd6c
6665968984,8175077018,2024-03-28 13:23:07,2024-03-30 13:23:07,CREDIT,BRANCH,79.28,USD,Development billion likely price report religious.,"George, Pham and Clark",indeed,PSLI23865870472152,PENDING,False,cae414f4-bdde-40a3-8498-231c141b6db8
7225168846,1513826733,2024-01-24 23:03:18,2024-01-25 23:03:18,INTEREST,ATM,188.43,USD,Thousand drug lawyer read morning beat effect.,"Luna, Herrera and Camacho",every,IHFP21379159282450,PENDING,False,4a392ce3-2c0a-485e-98c8-2e7496777c11
1605662851,8594487770,2025-05-08 21:54:18,2025-05-09 21:54:18,TRANSFER,BRANCH,0.01,USD,Road police couple know old arrive.,"Silva, Jones and Norris",feeling,YXWC14196717066414,COMPLETED,False,245de605-8358-4291-8695-31a3e166399a
1686246287,4365489014,2020-02-21 02:40:25,2020-02-23 02:40:25,FEE,ATM,103.38,USD,Total family respond nation yard.,Robbins-May,court,XQUJ77918185978338,PENDING,False,faa92468-cc22-4ea0-a362-3ac5d5bcc63f
2855519414,252749875,2024-11-29 07:30:36,2024-12-01 07:30:36,TRANSFER,MOBILE,10.92,USD,Consumer section attack career.,Floyd Ltd,name,ILGH42032556577572,FAILED,False,f6160774-ba11-4fd2-8abf-a9ccf5525b4b
5924306456,3012995529,2023-06-14 00:13:21,2023-06-15 00:13:21,DEBIT,MOBILE,161.33,USD,On network wrong single listen.,Williams Group,hour,LWHD41662950231413,FAILED,False,46900d7d-12e1-4959-937d-cf3fd71b8c2d
8625865604,9552559851,2020-01-01 19:34:10,2020-01-03 19:34:10,INTEREST,MOBILE,20.26,USD,Cover turn cell indicate former.,Garcia-Powers,car,HGLG47544990654944,COMPLETED,False,0ceefa70-0603-465e-9180-554663e1facd
1133520458,9959063754,2023-03-19 22:10:40,2023-03-20 22:10:40,INTEREST,ATM,186.29,USD,Raise above part drug hundred show left.,"Hoffman, Holloway and Robertson",rate,FCKN73028738792282,COMPLETED,False,7e61923d-4976-441c-992e-20829c62c5d8
1329155121,4922637436,2024-02-26 10:46:40,2024-02-27 10:46:40,INTEREST,ATM,313.55,USD,Ready sometimes nature thought over.,Morris and Sons,Mr,YDAR89720799941754,FAILED,False,7fe46064-5102-4dc5-8add-1cabaa3448c9
5717541799,2448428243,2021-05-25 23:50:43,2021-05-27 23:50:43,CREDIT,MOBILE,154.15,USD,Tend capital mention practice when gun.,Johnson LLC,realize,JQDF74377089580669,PENDING,False,7099ccd7-a88a-4bf2-abe5-49fc65a81bd8
1423681469,5841085767,2026-03-18 21:15:07,2026-03-19 21:15:07,FEE,BRANCH,9.21,USD,Someone couple threat.,Rivera PLC,really,HLLA09946525326614,COMPLETED,False,84a8de03-cd3a-4661-a913-5338bb7329e2
9407675773,6572444529,2026-01-15 20:55:21,2026-01-15 20:55:21,TRANSFER,ATM,80.78,USD,Window natural mother song read.,"Nash, Rogers and Johnson",result,TJLD65164372377693,PENDING,False,191efaf9-85c8-40e0-80a4-f97032cb78ea
73583052,5875845113,2022-02-19 11:46:57,2022-02-19 11:46:57,TRANSFER,BRANCH,175.17,USD,Wide opportunity whole return coach.,"Campbell, Davis and Perez",local,ZENC59648306946200,FAILED,False,b0264b16-fcd9-4f18-a421-a81c3d2ac7ae
9096483125,3285691718,2025-10-05 01:04:46,2025-10-07 01:04:46,CREDIT,ATM,132.03,USD,Section bank price tonight green value.,"Rodriguez, Torres and Johnson",growth,MVEO99073852870566,COMPLETED,False,33dbe572-0ca6-4e3f-ae60-39da947b564f
8513552631,3585753861,2022-02-16 21:34:24,2022-02-17 21:34:24,FEE,ATM,192.77,USD,Total total type affect think.,"Norris, Johnson and Brown",accept,TPBZ45981024559837,FAILED,False,55169b61-96b0-4be0-9138-142b6f1df123
4505702867,1693858880,2022-07-14 05:16:19,2022-07-16 05:16:19,FEE,MOBILE,58.64,USD,Sometimes push maintain community response.,Hood-Shaffer,writer,WFRS63943079412092,COMPLETED,False,8ba433be-c6ff-4d87-97b5-8396845176f0
8147103059,7727919862,2020-10-26 00:38:50,2020-10-27 00:38:50,DEBIT,ONLINE,63.3,USD,Strong group story majority represent down.,"Rowland, Lane and Barker",decision,RFFX22766801176388,COMPLETED,False,c41d17ef-7ce7-4f54-9390-e28fe39c4dea
526010920,690532526,2024-06-28 05:42:10,2024-06-30 05:42:10,TRANSFER,BRANCH,36.37,USD,Professor evening your fund.,"Collins, Freeman and Burton",scene,LYUO41083623501015,FAILED,False,19c24c94-3766-47b2-97b5-6caab8e127d6
3069855479,7819060121,2024-05-18 05:37:44,2024-05-20 05:37:44,DEBIT,ATM,6.65,USD,Would station appear shake important.,"West, Barton and Castro",return,EFPX62654429421910,FAILED,False,222c5bf1-035b-42dc-9c41-9053d34395cc
4083623969,5694225101,2024-11-28 05:37:00,2024-11-29 05:37:00,FEE,BRANCH,15.37,USD,Nation work red pattern yes fall heavy member.,Norton PLC,development,XKIZ43095439194632,COMPLETED,False,24aefe91-a21a-49fb-832c-c54ae50fb84a
8773082485,5237974553,2020-12-05 22:17:45,2020-12-05 22:17:45,TRANSFER,BRANCH,255.73,USD,Arrive again hour value song marriage simply.,Acevedo PLC,method,VNTH54796261314546,FAILED,True,b3211ed2-0487-4943-8254-167b70032ed8
407419982,3521802925,2020-08-27 10:58:59,2020-08-27 10:58:59,INTEREST,BRANCH,60.16,USD,Yet fight democratic play south project suggest.,Mccoy-Stevens,ability,ZROT27495848391903,FAILED,False,174cc487-5942-44c5-9b7e-2e9806d4c552
9389078691,5231973998,2021-12-07 14:26:48,2021-12-09 14:26:48,INTEREST,BRANCH,28.87,USD,Parent customer your exist him child.,Ellis Inc,step,BNJU45337877284361,FAILED,True,8deb20a0-601c-47fa-9e4c-d9eed11b6fb2
1158145106,7741364761,2022-03-02 07:18:26,2022-03-04 07:18:26,CREDIT,ATM,252.43,USD,Owner remain room quickly way.,Hunt Group,interview,IKCG75178451570254,FAILED,False,8974998b-8f82-46c9-85ea-91b71fefccba
4527057473,246557121,2020-12-23 00:07:31,2020-12-23 00:07:31,INTEREST,ONLINE,52.08,USD,Very start no.,Lester-Horn,important,NVDT60973693551267,FAILED,False,e479fe8d-ef1e-4112-b597-0e29f24be9e0
5272710666,2761697677,2022-06-02 05:16:20,2022-06-02 05:16:20,CREDIT,MOBILE,145.17,USD,Play everything half mission certainly provide road.,"Pearson, Rocha and Drake",per,MWUV81985448565713,PENDING,False,59df3512-682d-455b-ab9c-8f9a0f2af6f2
2374258851,7186787737,2022-06-01 15:32:45,2022-06-02 15:32:45,FEE,BRANCH,12.8,USD,Lawyer smile defense he your hot stuff.,"Ho, Gonzalez and Romero",head,IJPY09922747403616,PENDING,False,04ecdced-d0f6-42ae-a7cb-4f9d3798d5e7
1014794429,8016492645,2025-02-13 02:06:40,2025-02-15 02:06:40,DEBIT,MOBILE,34.68,USD,Anyone store soldier whatever control effort.,Sharp-Fernandez,often,NART86671678728544,PENDING,False,820f164b-c99c-4321-8d31-dd5b99e6eb58
2133953480,8059723916,2022-01-12 05:39:43,2022-01-13 05:39:43,FEE,ATM,95.67,USD,Between involve race what fight reality.,Pacheco Ltd,relationship,SEKJ13236274432177,PENDING,False,c7029a3e-bc2e-40a7-8e52-d239016ca8d5
7730448834,942783339,2023-09-01 17:55:15,2023-09-02 17:55:15,TRANSFER,ONLINE,158.01,USD,Responsibility movie month job.,Clements Group,letter,OLRH25476215945525,PENDING,False,77daa9d8-20dd-41b6-8a49-b245b9c1a8a9
1689440422,4605665014,2024-01-29 11:53:00,2024-01-31 11:53:00,CREDIT,MOBILE,33.4,USD,Specific red I much natural at respond Republican.,"Hunt, Hansen and Roberts",Mrs,QSOI51966042839397,PENDING,False,d477679b-f263-4e7f-a130-f87f4e22da12
7151973378,8664464695,2025-01-21 00:33:40,2025-01-23 00:33:40,INTEREST,ATM,3.42,USD,Kitchen really without.,Wong-Key,boy,YMVT15211321129892,PENDING,False,ac171f6c-8c1c-43ec-8fea-4a8351cec36e
3323728246,4208504047,2022-12-01 10:10:46,2022-12-02 10:10:46,FEE,BRANCH,47.42,USD,Stage almost plant police general tough treatment voice.,Garza LLC,hard,JZWB24281277369617,FAILED,False,e192b4f7-a994-473f-accb-6984a91433d0
670350202,1890589171,2023-05-05 17:29:59,2023-05-05 17:29:59,DEBIT,MOBILE,280.01,USD,Message reach your today positive.,Johnson LLC,million,YFQL03014196040511,COMPLETED,False,242d9158-32f0-4868-b44b-8d2a7248028e
6758464207,2826574413,2025-04-15 09:19:23,2025-04-15 09:19:23,DEBIT,ATM,250.24,USD,Energy cut where generation simple lead nearly likely.,"Quinn, Hebert and Tucker",wait,OTMG88395027244084,FAILED,False,2496a7c7-2f7e-4d4c-98fe-4443e2cab4ee
4759450285,9823902206,2021-04-04 10:22:26,2021-04-04 10:22:26,FEE,ONLINE,227.44,USD,Including Mr every try it by something position.,Mitchell-Gross,hospital,JJHH15200559453212,COMPLETED,False,e09151b5-dc19-4c49-9ac2-4d6663905be0
4327432145,8177595814,2022-09-28 23:11:44,2022-09-29 23:11:44,CREDIT,BRANCH,348.34,USD,Above various through relationship number.,Hunter-Murphy,example,VJEM96428137698401,COMPLETED,False,0262f872-be9c-4ddf-842c-222f5ef4cff9
4006183359,1210638960,2021-02-14 15:17:09,2021-02-15 15:17:09,FEE,ONLINE,178.18,USD,Check religious cause require.,Wilkinson Inc,media,WDGM82164845618518,COMPLETED,False,80266bcc-7158-40a7-853c-3e4ec43b4d1f
267685719,3309760927,2021-05-02 05:01:29,2021-05-04 05:01:29,INTEREST,ATM,38.35,USD,Federal member ago.,Gonzalez Group,if,APHE94113929932990,FAILED,False,02873590-d559-4439-9ae3-aee43c6b30ee
8885585161,8722796814,2023-12-03 22:59:48,2023-12-04 22:59:48,DEBIT,ATM,210.66,USD,Board pressure person wonder wide eight three.,"Harris, Roth and Berry",after,KIKJ97272791704767,COMPLETED,False,7e361fc3-9c6b-495e-8f33-603b8f736006
1090723264,9958259387,2025-05-14 06:59:28,2025-05-16 06:59:28,CREDIT,ONLINE,60.85,USD,Popular six forward.,Archer-Cobb,option,QVTH05316118515441,PENDING,False,4746b119-d664-40df-b0cb-7e5c2a5b7532
1947360458,9544713401,2023-05-25 15:07:42,2023-05-25 15:07:42,FEE,BRANCH,14.16,USD,Various truth relationship.,Underwood PLC,suffer,VYJB92399758999615,PENDING,False,3dfd048c-1bc6-43b8-b352-42e04a68ae4c
4441939566,9303178638,2024-08-23 07:24:54,2024-08-24 07:24:54,CREDIT,BRANCH,27.81,USD,When opportunity opportunity health instead.,Stewart-Daniel,participant,LIZO32483104491620,FAILED,False,a1791233-8cd1-428e-a9e5-ff80dde76cad
5721433061,4761136932,2025-10-27 10:19:49,2025-10-28 10:19:49,CREDIT,ATM,137.49,USD,One easy yes.,Cook-Medina,phone,AFCN05056460706490,COMPLETED,False,b7e9b978-c0df-40ba-9f57-bbaa49cc1c31
387515960,8514146475,2025-09-08 00:48:32,2025-09-10 00:48:32,INTEREST,ATM,77.25,USD,Knowledge southern form concern skill.,"Ellison, Smith and Garcia",popular,QVZT80604568585886,PENDING,False,dff266ac-b509-4d05-9b7d-5c4e99e52abc
1883924463,2352943917,2021-05-04 04:19:00,2021-05-04 04:19:00,FEE,ATM,187.18,USD,Quickly you apply gas fish compare.,Mendoza-Adams,kid,FPDB03839936581760,PENDING,False,28368670-3acc-4bfb-be73-17c116e5c8d2
